Month	Day	Year	TAVG (F)	Precipitation (in)	Avg Rel Hum (%)	TMAX (F)	TMIN (F)	WINDVEL (m/sec)	Min Rel Hum (%)	Sunshine
3	27	1989	63	0	75	75	51	6.26	54	90
3	28	1989	55	0.15	78	64	46	5.5	63	16
3	29	1989	38.5	0	79.5	46	31	4.6	70	0
3	30	1989	39.5	0	73.5	49	30	4.83	58	12
3	31	1989	30	0.003	67.5	35	25	5.45	57	0
4	1	1989	31.5	0.04	75.5	43	20	4.38	59	14
4	2	1989	43	0	64.5	60	26	2.59	29	81
4	3	1989	43	0.003	83.5	55	31	4.56	71	8
4	4	1989	43.5	0.03	71	60	27	4.96	42	61
4	5	1989	40	0	57	52	28	4.83	32	31
4	6	1989	39.5	0.003	58.5	56	23	2.91	25	65
4	7	1989	39	0.01	61.5	49	29	3.98	31	53
4	8	1989	36	0.02	55	45	27	5.77	21	65
4	9	1989	25.5	0.003	57.5	32	19	6.84	34	70
4	10	1989	30.5	0.003	57	41	20	4.34	33	57
4	11	1989	39	0.003	57.5	51	27	5.23	26	60
4	12	1989	35.5	0	55.5	47	24	3.84	29	93
4	13	1989	38	0	58.5	56	20	5.41	29	92
4	14	1989	48.5	0	44	63	34	5.23	24	91
4	15	1989	44	0	48	61	27	2.77	18	97
4	16	1989	52.5	0.19	62.5	68	37	6.08	32	77
4	17	1989	45.5	0.01	65.5	56	35	5.54	41	74
4	18	1989	43.5	0.003	59.5	55	32	3.35	34	72
4	19	1989	44.5	0	46.5	61	28	3.4	18	100
4	20	1989	52	0.003	60.5	64	40	4.69	31	47
4	21	1989	49.5	0	67.5	61	38	5.45	46	88
4	22	1989	48.5	0	56	61	36	5.81	39	86
4	23	1989	52	0	48.5	64	40	6.62	29	92
4	24	1989	56.5	0.79	64.5	75	38	5.5	33	85
4	25	1989	63	0.06	77.5	75	51	3.89	59	86
4	26	1989	58	0.003	78.5	70	46	4.52	61	30
4	27	1989	56.5	0.003	64	67	46	6.53	39	60
4	28	1989	45.5	0.44	86.5	49	42	5.77	80	0
4	29	1989	48.5	0.1	83.5	55	42	3.93	71	22
4	30	1989	46.5	0	61	57	36	5.23	40	85
5	1	1989	40	0.01	75	50	30	3.13	54	15
5	2	1989	47.5	0.04	69	57	38	3.93	42	55
5	3	1989	53	0	51.5	66	40	4.6	30	91
5	4	1989	53	0.14	69.5	62	44	6.8	43	4
5	5	1989	43	0.003	61	53	33	7.11	32	58
5	6	1989	33.5	0.02	69	38	29	5.05	46	4
5	7	1989	41.5	0	69	59	24	2.86	46	78
5	8	1989	45	0.01	70.5	56	34	3.22	49	0
5	9	1989	50.5	0.003	61.5	63	38	5.05	30	98
5	10	1989	48	0	51.5	64	32	4.83	21	100
5	11	1989	50	0	47.5	66	34	3.89	22	100
5	12	1989	49.5	0	53.5	68	31	4.6	25	99
5	13	1989	56.5	0	65	68	45	4.65	44	59
5	14	1989	53.5	0	66	69	38	2.64	36	69
5	15	1989	61	0	64	76	46	2.06	38	79
5	16	1989	62	0	62.5	78	46	2.73	36	86
5	17	1989	62.5	0	62	80	45	3.4	31	90
5	18	1989	64.5	0.1	71.5	70	59	5.28	53	10
5	19	1989	63.5	0.14	82.5	69	58	5.05	68	5
5	20	1989	62	0.003	59.5	75	49	5.23	22	64
5	21	1989	61	0	55.5	80	42	2.77	22	96
5	22	1989	63.5	0	58	80	47	2.46	30	81
5	23	1989	62	0.003	58.5	81	43	3.44	31	83
5	24	1989	73	0.58	69.5	85	61	7.06	46	59
5	25	1989	64	0	63.5	77	51	3.04	34	69
5	26	1989	57.5	0	66.5	65	50	6.53	43	74
5	27	1989	55	0	56.5	69	41	3.08	30	100
5	28	1989	56	0	57.5	72	40	5.28	29	99
5	29	1989	65	0.06	74	77	53	6.08	51	21
5	30	1989	71.5	0.43	83	78	65	4.6	69	18
5	31	1989	70.5	0.19	82	77	64	3.62	67	12
6	1	1989	68	0.003	79.5	75	61	3.67	59	42
6	2	1989	69.5	0	59.5	81	58	6.12	38	80
6	3	1989	58	0.27	81	68	48	2.91	66	19
6	4	1989	59.5	0	66.5	77	42	2.95	33	87
6	5	1989	61.5	0	63	79	44	3.08	30	80
6	6	1989	72.5	0	51.5	84	61	4.11	33	63
6	7	1989	71	0	54.5	83	59	4.96	34	97
6	8	1989	68	0.15	72	79	57	4.2	54	35
6	9	1989	53.5	0	77.5	57	50	5.14	69	8
6	10	1989	58	0	63.5	73	43	2.95	31	100
6	11	1989	60.5	0.03	64.5	77	44	3.84	39	49
6	12	1989	60.5	0.38	92	66	55	2.64	84	0
6	13	1989	66	0.003	70.5	74	58	3.93	41	70
6	14	1989	61.5	0.33	72	72	51	4.83	47	27
6	15	1989	52.5	0.003	86.5	57	48	4.47	77	0
6	16	1989	58	0	69	70	46	2.95	42	59
6	17	1989	62.5	0	65	81	44	3.49	37	92
6	18	1989	65.5	0	71	80	51	2.41	49	80
6	19	1989	70	0	66.5	85	55	2.64	33	84
6	20	1989	67	0	68	85	49	4.07	36	97
6	21	1989	71.5	0.003	71	87	56	4.11	42	82
6	22	1989	77	0	61.5	91	63	4.38	42	69
6	23	1989	73.5	0	69.5	85	62	3.76	49	95
6	24	1989	71.5	0	66	87	56	2.68	35	95
6	25	1989	75.5	0.29	71.5	88	63	3.26	43	65
6	26	1989	74.5	0.22	80.5	88	61	2.37	61	50
6	27	1989	70	0	71.5	83	57	2.91	43	91
6	28	1989	65	0	73	78	52	3.71	50	92
6	29	1989	61.5	0	60.5	80	43	3.58	32	97
6	30	1989	67	0	58	84	50	3.62	32	92
7	1	1989	72.5	0	61.5	87	58	3.17	36	90
7	2	1989	75	0	64.5	90	60	2.46	36	57
7	3	1989	78.5	0	69.5	91	66	2.59	42	75
7	4	1989	76.5	0	66	90	63	3.35	32	98
7	5	1989	73.5	0	61	91	56	2.77	26	100
7	6	1989	77	0	60	96	58	2.82	27	94
7	7	1989	78	0	64	91	65	3.08	38	97
7	8	1989	74.5	1.76	65.5	91	58	3.98	38	85
7	9	1989	84	0.02	66.5	97	71	5.28	40	80
7	10	1989	83.5	0	64.5	95	72	4.83	52	83
7	11	1989	70.5	0.32	78	76	65	3.71	59	19
7	12	1989	73	0	77.5	81	65	3.26	62	31
7	13	1989	68	0	73.5	78	58	3.89	47	58
7	14	1989	66	0	66.5	82	50	2.5	37	89
7	15	1989	69	0.27	67.5	81	57	3.62	42	57
7	16	1989	67	0	64	84	50	1.83	32	93
7	17	1989	72	0	61	88	56	2.24	29	78
7	18	1989	71	0.7	82	78	64	4.34	64	25
7	19	1989	64	0.79	92	65	63	5.99	87	0
7	20	1989	67	0	67.5	77	57	5.72	48	72
7	21	1989	64	0.11	81.5	70	58	3.58	66	0
7	22	1989	70	0.04	83	81	59	3.26	69	37
7	23	1989	72.5	0	77.5	85	60	2.5	55	85
7	24	1989	75	0	78.5	86	64	2.46	57	64
7	25	1989	75.5	0.04	83.5	85	66	2.37	67	16
7	26	1989	77.5	0	77.5	89	66	3.49	55	70
7	27	1989	80	0.003	73	93	67	4.96	49	71
7	28	1989	65	0	77.5	73	57	3.93	62	67
7	29	1989	61.5	0.92	85.5	73	50	3.8	71	24
7	30	1989	69	0.003	88	74	64	3.13	76	0
7	31	1989	71	0	75.5	80	62	1.74	58	54
8	1	1989	70.5	0	73	85	56	2.06	46	95
8	2	1989	76	0	71	86	66	4.52	55	99
8	3	1989	79.5	0.003	75.5	89	70	5.68	61	55
8	4	1989	79	0.52	80.5	91	67	5.63	64	60
8	5	1989	77	0.02	72	86	68	5.14	51	73
8	6	1989	59	0	70	68	50	4.83	50	29
8	7	1989	59	0	68	72	46	3.89	40	82
8	8	1989	65	0.34	70	78	52	3.62	47	46
8	9	1989	68.5	0	68	82	55	2.06	39	73
8	10	1989	69.5	0	67	84	55	3.04	41	71
8	11	1989	69.5	0.04	74.5	80	59	2.55	52	28
8	12	1989	70	0	70.5	84	56	2.55	41	59
8	13	1989	69.5	0.19	76.5	79	60	3.26	60	2
8	14	1989	70	0.2	83	77	63	3.04	69	18
8	15	1989	61.5	0	85.5	70	53	3.31	71	19
8	16	1989	63	0	70	77	49	2.19	40	86
8	17	1989	63.5	0	70	79	48	2.28	44	86
8	18	1989	62.5	0	70	78	47	2.91	40	96
8	19	1989	67.5	0.54	75.5	79	56	5.5	54	88
8	20	1989	70	0	71	82	58	3.98	49	90
8	21	1989	69.5	0.003	72	84	55	3.22	48	96
8	22	1989	75.5	0.72	77.5	87	64	4.34	58	80
8	23	1989	63	0	87	71	55	3.58	78	0
8	24	1989	64.5	0	77.5	75	54	4.11	59	74
8	25	1989	67	0	78.5	77	57	3.67	60	32
8	26	1989	65.5	0.03	85	74	57	2.77	73	4
8	27	1989	75	0	77.5	85	65	2.1	55	67
8	28	1989	72	2.27	88.5	79	65	3.8	77	11
8	29	1989	70	0	68.5	82	58	4.65	44	67
8	30	1989	66.5	0	69	79	54	3.13	45	85
8	31	1989	67.5	1.59	87	78	57	5.28	74	64
9	1	1989	64.5	0.25	85.5	77	52	3.93	71	27
9	2	1989	63	0	72.5	78	48	1.25	45	98
9	3	1989	63	0	72	74	52	3.67	48	80
9	4	1989	66	0.003	80.5	75	57	4.38	64	19
9	5	1989	68.5	0	72	80	57	2.41	44	58
9	6	1989	72	0.01	85.5	80	64	2.91	74	23
9	7	1989	70.5	0.003	88	78	63	3.58	76	8
9	8	1989	72	0.14	82	78	66	2.68	71	17
9	9	1989	62.5	0.26	89	66	59	4.34	81	0
9	10	1989	61	0	68	73	49	2.19	40	91
9	11	1989	62	0	73	73	51	3.4	50	72
9	12	1989	50.5	0.03	74	58	43	2.64	55	27
9	13	1989	53	0.2	79	60	46	3.17	62	4
9	14	1989	53.5	0	74	67	40	3.26	48	90
9	15	1989	53	0	69	69	37	1.61	42	100
9	16	1989	56	0	70	73	39	1.21	44	97
9	17	1989	59	0	72	75	43	2.06	48	100
9	18	1989	62	0	73	77	47	3.93	50	96
9	19	1989	64	0	70.5	76	52	3.8	48	96
9	20	1989	63.5	0	71.5	78	49	2.37	47	100
9	21	1989	61.5	0	74	76	47	2.19	52	64
9	22	1989	55	0	63.5	72	38	6.39	37	53
9	23	1989	42	0	65	53	31	4.96	38	99
9	24	1989	44.5	0	65	61	28	3.71	34	96
9	25	1989	56.5	0	56	70	43	5.28	41	100
9	26	1989	47	0	61.5	61	33	3.4	34	100
9	27	1989	47.5	0	62.5	64	31	3.84	33	99
9	28	1989	57	0	52.5	73	41	5.72	29	100
9	29	1989	56	0	58	71	41	3.22	27	99
9	30	1989	55.5	0	63.5	74	37	3.04	34	99
10	1	1989	61.5	0	67.5	79	44	4.69	39	94
10	2	1989	52	0	67	66	38	7.15	47	56
10	3	1989	41	0	52	51	31	5.19	31	90
10	4	1989	43	0.003	53	61	25	2.68	21	96
10	5	1989	51.5	0.71	70	59	44	5.05	44	0
10	6	1989	48	0	63.5	59	37	5.86	41	94
10	7	1989	42	0	64.5	54	30	3.67	40	93
10	8	1989	39.5	0	62.5	54	25	2.01	33	86
10	9	1989	43.5	0.07	67.5	57	30	5.05	39	68
10	10	1989	47	0	75.5	57	37	3.58	55	42
10	11	1989	58.5	0	61	79	38	6.44	29	100
10	12	1989	55	0	55	69	41	3.17	27	100
10	13	1989	57	0	60	78	36	2.1	31	81
10	14	1989	64.5	0	68.5	79	50	2.1	44	72
10	15	1989	67	0.02	68.5	81	53	4.29	47	71
10	16	1989	49	0.65	82	58	40	6.3	68	0
10	17	1989	37	0.003	65.5	43	31	6.53	55	2
10	18	1989	33.5	0	62.5	42	25	5.1	44	33
10	19	1989	35.5	0.03	70	40	31	7.6	44	0
10	20	1989	37	0.07	71.5	42	32	5.45	51	2
10	21	1989	45	0	54	61	29	3.8	26	98
10	22	1989	44.5	0	60	65	24	3.53	35	86
10	23	1989	57	0	65	74	40	2.64	41	85
10	24	1989	59.5	0	72	77	42	2.24	48	99
10	25	1989	65.5	0	73	78	53	3.44	46	89
10	26	1989	62.5	0	72	75	50	3.53	48	89
10	27	1989	59	0	59	73	45	4.07	35	70
10	28	1989	59.5	0.003	68	65	54	2.68	58	1
10	29	1989	63.5	0.01	65	72	55	3.89	43	33
10	30	1989	54	0.29	87	63	45	3.62	78	0
10	31	1989	41	0.03	71.5	47	35	4.83	50	29
11	1	1989	37	0	70.5	44	30	2.95	49	30
11	2	1989	28.5	0.003	66	38	19	3.98	44	27
11	3	1989	26	0.09	72	37	15	3.71	48	40
11	4	1989	45.5	0.003	59	54	37	5.45	45	25
11	5	1989	49.5	0.03	68.5	57	42	5.32	47	0
11	6	1989	41	0.01	73.5	45	37	3.13	58	9
11	7	1989	45.5	0.21	82.5	51	40	2.91	69	26
11	8	1989	43	0.003	69.5	48	38	4.43	53	3
11	9	1989	37	0.15	69	44	30	5.5	45	42
11	10	1989	36	0	68.5	41	31	5.19	55	39
11	11	1989	44	0.003	52.5	58	30	5.01	34	38
11	12	1989	34.5	0	63.5	43	26	3.44	38	69
11	13	1989	51	0	73.5	67	35	4.2	61	40
11	14	1989	38	0.003	87.5	43	33	4.6	82	0
11	15	1989	34	0.003	75	38	30	7.15	57	0
11	16	1989	22	0.003	58	30	14	8.4	46	53
11	17	1989	20.5	0.003	71.5	28	13	5.68	62	0
11	18	1989	19.5	0.003	68	24	15	5.41	48	70
11	19	1989	35.5	0	66	51	20	5.45	48	48
11	20	1989	40.5	0	51	52	29	7.47	31	67
11	21	1989	25	0.01	69.5	30	20	3.58	51	12
11	22	1989	16.5	0.06	82	26	7	4.11	72	0
11	23	1989	14.5	0.003	79.5	25	4	3.62	72	23
11	24	1989	22	0	69.5	41	3	5.32	51	66
11	25	1989	38	0	66.5	47	29	4.74	48	30
11	26	1989	34	0	68.5	49	19	2.41	41	56
11	27	1989	38.5	0.42	81	44	33	5.77	62	0
11	28	1989	21.5	0.003	76	33	10	6.44	63	18
11	29	1989	18	0	70.5	29	7	6.3	57	42
11	30	1989	35	0	65.5	45	25	4.11	49	100
12	1	1989	32	0	71.5	45	19	3.84	47	89
12	2	1989	27	0.003	65.5	37	17	9.97	50	64
12	3	1989	16.5	0	56.5	23	10	5.36	40	80
12	4	1989	30.5	0	64	40	21	4.92	46	72
12	5	1989	40.5	0	72	50	31	3.22	59	51
12	6	1989	24	0	62	38	10	6.88	42	85
12	7	1989	12.5	0	57.5	20	5	2.86	35	94
12	8	1989	16.5	0	56.5	26	7	2.68	33	92
12	9	1989	27	0	58.5	35	19	6.71	45	84
12	10	1989	25.5	0	63.5	32	19	4.83	58	0
12	11	1989	13.5	0	63.5	23	4	4.56	43	81
12	12	1989	7	0	63.5	15	-1	2.95	48	84
12	13	1989	11.5	0.04	75	17	6	3.04	62	33
12	14	1989	2	0.003	72	10	-6	4.47	60	94
12	15	1989	4.5	0.003	69.5	17	-8	6.04	56	72
12	16	1989	1.5	0.003	70	11	-8	3.35	58	78
12	17	1989	12.5	0.003	68.5	19	6	4.47	57	45
12	18	1989	6	0.003	63	13	-1	4.11	46	84
12	19	1989	1.5	0.03	69	9	-6	3.67	55	84
12	20	1989	-5	0.003	59	2	-12	4.6	46	79
12	21	1989	-13	0	52.5	-8	-18	6.66	43	100
12	22	1989	-6	0	60.5	1	-13	5.05	51	100
12	23	1989	-3	0	63	8	-14	4.02	52	89
12	24	1989	7	0.01	70	14	0	5.45	56	4
12	25	1989	24	0.04	76	38	10	6.8	56	12
12	26	1989	7.5	0.04	68	14	1	4.78	48	74
12	27	1989	16.5	0.003	84	27	6	4.6	72	9
12	28	1989	24	0.003	85	37	11	3.98	78	18
12	29	1989	26.5	0.04	90	34	19	7.29	84	0
12	30	1989	22.5	0.03	92	26	19	3.71	84	0
12	31	1989	25.5	0.03	89	28	23	3.93	82	17
